UserID,Source,Date Created,Country,Days Since Last Login,Day 1 Retention,Day 2 Retention,Day 3 Retention,Day 7 Retention,Day 14 Retention,Day 21 Retention,Day 28 Retention,Day 90 Retention,Converted,Day 1 Spend,Day 2 Spend,Day 3 Spend,Day 7 Spend,Day 14 Spend,Day 21 Spend,Day 28 Spend,Day 90 Spend,Trailing 14-Day Spend,classe
62,Flurry Video Ads,5/15/2013,US,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
63,Cross-Promotion,5/15/2013,GB,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
64,Cross-Promotion,5/15/2013,DE,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
65,Organic,5/15/2013,DE,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
66,Facebook MI Ads,5/15/2013,US,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
67,Flurry Video Ads,5/15/2013,GB,131,1,0,1,0,0,0,0,0,1,7.52,13.08,17.99,22.34,27.67,30.93,32.13,37.29,0,A
68,Organic,5/15/2013,DE,137,1,0,0,0,0,0,0,0,1,12,18.07,20.69,24.32,26.52,31.96,33.82,39.33,0,A
69,Cross-Promotion,5/15/2013,US,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
70,Facebook MI Ads,5/15/2013,DE,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
71,Facebook MI Ads,5/15/2013,DE,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
72,Organic,5/15/2013,GB,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
73,Organic,5/15/2013,US,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
74,Cross-Promotion,5/15/2013,DE,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
75,Cross-Promotion,5/15/2013,DE,63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
76,Flurry Video Ads,5/15/2013,GB,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
77,Flurry Video Ads,5/15/2013,DE,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
78,Cross-Promotion,5/15/2013,GB,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
79,Facebook MI Ads,5/15/2013,DE,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
80,Facebook MI Ads,5/15/2013,DE,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
81,Organic,5/15/2013,GB,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
82,Cross-Promotion,5/15/2013,GB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
83,Facebook MI Ads,5/15/2013,US,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
84,Organic,5/15/2013,DE,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
85,Cross-Promotion,5/15/2013,GB,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
86,Facebook MI Ads,5/15/2013,DE,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
87,Cross-Promotion,5/15/2013,GB,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
88,Organic,5/15/2013,DE,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
89,Facebook MI Ads,5/15/2013,DE,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
90,Facebook MI Ads,5/15/2013,DE,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
91,Cross-Promotion,5/15/2013,DE,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
92,Facebook MI Ads,5/15/2013,US,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
93,Cross-Promotion,5/15/2013,DE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
94,Cross-Promotion,5/15/2013,GB,155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
95,Cross-Promotion,5/15/2013,DE,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
96,Organic,5/15/2013,GB,181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
97,Cross-Promotion,5/15/2013,US,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
98,Organic,5/15/2013,GB,83,1,0,0,0,0,0,0,0,1,10.62,16.65,22.68,29.34,31.48,35.75,37.21,54.66,0,A
99,Facebook MI Ads,5/15/2013,DE,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
100,Facebook MI Ads,5/15/2013,US,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
101,Cross-Promotion,5/15/2013,GB,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
102,Flurry Video Ads,5/15/2013,GB,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
103,Flurry Video Ads,5/15/2013,DE,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
104,Flurry Video Ads,5/15/2013,GB,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
105,Organic,5/15/2013,DE,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
106,Flurry Video Ads,5/15/2013,DE,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
107,Organic,5/15/2013,GB,42,0,1,1,0,0,0,0,0,1,6.78,14.49,20.85,27.22,29.51,34.44,38.31,55.59,0,A
108,Organic,5/15/2013,GB,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
109,Flurry Video Ads,5/15/2013,US,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
110,Facebook MI Ads,5/15/2013,DE,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
111,Flurry Video Ads,5/15/2013,US,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
112,Facebook MI Ads,5/15/2013,US,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
113,Organic,5/15/2013,DE,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
114,Flurry Video Ads,5/15/2013,US,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
115,Cross-Promotion,5/15/2013,US,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
116,Cross-Promotion,5/15/2013,US,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
117,Organic,5/15/2013,GB,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
118,Facebook MI Ads,5/15/2013,GB,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
119,Organic,5/15/2013,US,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
120,Organic,5/15/2013,GB,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
121,Flurry Video Ads,5/15/2013,DE,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
122,Cross-Promotion,5/15/2013,GB,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
123,Flurry Video Ads,5/15/2013,US,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
124,Facebook MI Ads,5/15/2013,DE,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
125,Cross-Promotion,5/15/2013,DE,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
126,Cross-Promotion,5/15/2013,DE,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
127,Organic,5/15/2013,US,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
128,Flurry Video Ads,5/15/2013,DE,179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
129,Flurry Video Ads,5/15/2013,DE,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
130,Organic,5/15/2013,US,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
131,Flurry Video Ads,5/15/2013,DE,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
132,Organic,5/15/2013,GB,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
133,Flurry Video Ads,5/15/2013,DE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
134,Organic,5/15/2013,GB,159,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
135,Flurry Video Ads,5/15/2013,DE,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
136,Cross-Promotion,5/15/2013,US,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
137,Flurry Video Ads,5/15/2013,US,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
138,Facebook MI Ads,5/15/2013,GB,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
139,Cross-Promotion,5/15/2013,GB,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
140,Cross-Promotion,5/15/2013,GB,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
141,Flurry Video Ads,5/15/2013,US,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
142,Organic,5/15/2013,DE,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
143,Flurry Video Ads,5/15/2013,GB,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
144,Facebook MI Ads,5/15/2013,DE,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
145,Organic,5/15/2013,DE,112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
146,Facebook MI Ads,5/15/2013,DE,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
147,Organic,5/15/2013,GB,1,1,0,0,0,0,0,0,0,1,6.83,14.39,19.23,22.12,29.93,32.27,35.69,53.19,2.49,A
148,Cross-Promotion,5/15/2013,US,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
149,Organic,5/15/2013,US,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
150,Organic,5/15/2013,US,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
151,Cross-Promotion,5/15/2013,GB,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
152,Cross-Promotion,5/15/2013,DE,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
153,Facebook MI Ads,5/15/2013,US,8,0,1,1,0,0,0,0,0,1,7.01,11.31,14.39,21.14,24.78,29.24,30.77,42.7,2.14,A
154,Organic,5/15/2013,GB,138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
155,Facebook MI Ads,5/15/2013,DE,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
156,Cross-Promotion,5/15/2013,GB,109,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
157,Organic,5/15/2013,GB,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
158,Flurry Video Ads,5/15/2013,DE,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
159,Cross-Promotion,5/15/2013,GB,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
160,Facebook MI Ads,5/15/2013,US,64,1,1,0,0,0,0,0,0,1,6.1,9.12,12.81,19.03,24.03,28.65,31.92,39.99,0,A
161,Cross-Promotion,5/15/2013,GB,80,1,0,1,0,0,0,0,0,1,8.51,10.96,14.08,19.79,24.12,29.41,32.77,43.56,0,A
162,Flurry Video Ads,5/15/2013,DE,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
163,Flurry Video Ads,5/15/2013,GB,67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
164,Facebook MI Ads,5/15/2013,GB,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
165,Facebook MI Ads,5/15/2013,US,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
166,Flurry Video Ads,5/15/2013,DE,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
167,Facebook MI Ads,5/15/2013,DE,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
168,Organic,5/15/2013,GB,79,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
169,Organic,5/15/2013,DE,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
170,Cross-Promotion,5/15/2013,US,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
171,Flurry Video Ads,5/15/2013,US,171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
172,Flurry Video Ads,5/15/2013,DE,96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
173,Organic,5/15/2013,DE,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
174,Organic,5/15/2013,US,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
175,Facebook MI Ads,5/15/2013,DE,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
176,Flurry Video Ads,5/15/2013,GB,29,1,0,0,0,0,0,0,0,1,5.41,9.02,11.07,17.19,23.51,26.97,30.4,50.14,0,A
177,Cross-Promotion,5/15/2013,US,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
178,Facebook MI Ads,5/15/2013,DE,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
179,Cross-Promotion,5/15/2013,DE,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
180,Facebook MI Ads,5/15/2013,US,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
181,Flurry Video Ads,5/15/2013,DE,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
182,Facebook MI Ads,5/15/2013,GB,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
183,Flurry Video Ads,5/15/2013,US,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
184,Flurry Video Ads,5/15/2013,DE,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
185,Cross-Promotion,5/15/2013,US,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
186,Facebook MI Ads,5/15/2013,DE,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
187,Organic,5/15/2013,DE,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
188,Flurry Video Ads,5/15/2013,GB,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
189,Facebook MI Ads,5/15/2013,GB,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
190,Facebook MI Ads,5/15/2013,GB,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
191,Flurry Video Ads,5/15/2013,US,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
192,Facebook MI Ads,5/15/2013,DE,60,1,1,0,0,0,0,0,0,1,7.18,10.81,12.98,15.15,21.7,26.13,27.06,37.1,0,A
193,Organic,5/15/2013,GB,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
194,Facebook MI Ads,5/15/2013,DE,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
195,Cross-Promotion,5/15/2013,DE,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
196,Facebook MI Ads,5/15/2013,GB,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
197,Organic,5/15/2013,GB,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
198,Facebook MI Ads,5/15/2013,GB,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
199,Facebook MI Ads,5/15/2013,GB,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
200,Cross-Promotion,5/15/2013,DE,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
201,Flurry Video Ads,5/15/2013,US,153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
202,Facebook MI Ads,5/15/2013,DE,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
203,Cross-Promotion,5/15/2013,DE,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
204,Cross-Promotion,5/15/2013,GB,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
205,Facebook MI Ads,5/15/2013,GB,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
206,Facebook MI Ads,5/15/2013,DE,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
207,Facebook MI Ads,5/15/2013,DE,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
208,Facebook MI Ads,5/15/2013,US,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
209,Cross-Promotion,5/15/2013,DE,165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
210,Facebook MI Ads,5/15/2013,GB,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
211,Cross-Promotion,5/15/2013,DE,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
212,Cross-Promotion,5/15/2013,US,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
213,Flurry Video Ads,5/15/2013,GB,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
214,Organic,5/15/2013,DE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
215,Cross-Promotion,5/15/2013,US,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
216,Flurry Video Ads,5/15/2013,GB,138,1,0,1,0,0,0,0,0,1,8.49,12.12,15.83,18.73,22.06,27.56,30.24,40.95,0,A
217,Facebook MI Ads,5/15/2013,US,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
218,Facebook MI Ads,5/15/2013,DE,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
219,Cross-Promotion,5/15/2013,GB,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
220,Organic,5/15/2013,DE,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
221,Cross-Promotion,5/15/2013,US,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
222,Cross-Promotion,5/15/2013,DE,180,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
